"","Year","Product.line","Product.type","Product","Order.method.type","Retailer.country","Revenue","Planned.revenue","Product.cost","Quantity","Unit.cost","Unit.price","Gross.profit","Unit.sale.price"
"64132",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Austria",111834.72,115298.07,73402.03,2099,34.97,54.93,38432.69,53.28
"64134",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Sales visit","Spain",105975.35,109860,69940,2000,34.97,54.93,36035.35,53.005
"64135",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","United States",1159013.35,1255370.22,794659.38,22854,33.72,54.93,364353.97,39.75375
"64136",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Canada",533306.44,568250.85,360479.65,10345,34.25571429,54.93,172826.79,45.315
"64137",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Mexico",357196.38,387586.08,245098.32,7056,33.47,54.93,112098.06,37.186
"64138",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Brazil",226013.76,246361.05,155625.45,4485,33.85888889,54.93,70388.31,41.44
"64139",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Japan",461564.64,500577.09,316431.61,9113,33.63666667,54.93,145133.03,39.072
"64140",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Korea",396498.81,434056.86,274382.94,7902,33.85888889,54.93,122115.87,41.07333333
"64141",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","China",563839.33,617962.5,390967.5,11250,33.47,54.93,172871.83,36.691
"64142",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Singapore",315521.15,344466.03,217766.87,6271,33.30333333,54.93,97754.28,35.27555556
"64143",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Australia",185767.41,206646.66,130232.14,3762,32.82714286,54.93,55535.27,30.36714286
"64144",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Netherlands",343061.38,377039.52,238244.08,6864,33.30333333,54.93,104817.3,35.15333333
"64145",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Sweden",80319.34,86295.03,54697.87,1571,33.30333333,54.93,25621.47,35.15333333
"64146",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Finland",420619.11,456248.58,288765.82,8306,33.47,54.93,131853.29,36.966
"64147",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Denmark",116772.22,130239.03,82053.87,2371,33.72,54.93,34718.35,39.8225
"64148",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","France",441158.4,478275.51,302348.79,8707,33.30333333,54.93,138809.61,35.52
"64149",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Germany",267047.51,288382.5,182527.5,5250,33.30333333,54.93,84520.01,35.33666667
"64150",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","United Kingdom",462097.44,500522.16,316451.64,9112,33.39105263,54.93,145645.8,36.45473684
"64151",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Belgium",229210.56,247404.72,156494.88,4504,33.47,54.93,72715.68,37.296
"64152",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Switzerland",224548.84,243724.41,154166.89,4437,33.30333333,54.93,70381.95,35.33666667
"64153",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Austria",151741.44,167316.78,105528.62,3046,33.30333333,54.93,46212.82,35.52
"64154",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Italy",268902,291074.07,184161.03,5299,33.54142857,54.93,84740.97,37.9
"64155",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Web","Spain",234485.28,255589.29,161455.41,4653,33.095,54.93,73029.87,33.3
"64163",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Special","Singapore",60323.12,62839.92,40005.68,1144,34.97,54.93,20317.44,52.73
"64199",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Canada",49153.56,54930,34680,1000,32.47,54.93,14473.56,26.09
"64208",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Sweden",0,2636.64,1438.56,48,29.97,54.93,-1438.56,0
"64212",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Germany",61698.24,65696.28,41634.12,1196,33.30333333,54.93,20064.12,35.52
"64213",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","United Kingdom",49124.16,50645.46,32242.34,922,34.97,54.93,16881.82,53.28
"64217",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","E-mail","Italy",104451.61,111727.62,70818.98,2034,33.30333333,54.93,33632.63,35.33666667
"64219",2007,"Camping Equipment","Cooking Gear","TrailChef Cook Set","Fax","United States",58741.22,61192.02,38956.58,1114,34.97,54.93,19784.64,52.73
"64241",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Canada",49784.92,52406.88,32142.24,404,79.56,129.72,17642.68,123.23
"64244",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Japan",55453.5,58374,35802,450,79.56,129.72,19651.5,123.23
"64254",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Telephone","Germany",87739.76,92360.64,56646.72,712,79.56,129.72,31093.04,123.23
"64261",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Sales visit","United States",193840.79,204049.56,125147.88,1573,79.56,129.72,68692.91,123.23
"64265",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Sales visit","Japan",165744.35,174473.4,107008.2,1345,79.56,129.72,58736.15,123.23
"64268",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Sales visit","Singapore",75416.76,79388.64,48690.72,612,79.56,129.72,26726.04,123.23
"64274",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Sales visit","France",173014.92,182126.88,111702.24,1404,79.56,129.72,61312.68,123.23
"64279",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Sales visit","Austria",43376.96,45661.44,28005.12,352,79.56,129.72,15371.84,123.23
"64282",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","United States",1593610.36,1677539.04,1028869.92,12932,79.56,129.72,564740.44,123.23
"64283",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Canada",751210.08,790773.12,484997.76,6096,79.56,129.72,266212.32,123.23
"64284",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Mexico",445846.14,469326.96,287848.08,3618,79.56,129.72,157998.06,123.23
"64285",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Brazil",305240.71,321316.44,197070.12,2477,79.56,129.72,108170.59,123.23
"64286",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Japan",526192.1,553904.4,339721.2,4270,79.56,129.72,186470.9,123.23
"64287",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Korea",513499.41,540543.24,331526.52,4167,79.56,129.72,181972.89,123.23
"64288",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","China",735683.1,774428.4,474973.2,5970,79.56,129.72,260709.9,123.23
"64289",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Singapore",410725.59,432356.76,265173.48,3333,79.56,129.72,145552.11,123.23
"64290",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Australia",411588.2,433264.8,265730.4,3340,79.56,129.72,145857.8,123.23
"64291",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Netherlands",513869.1,540932.4,331765.2,4170,79.56,129.72,182103.9,123.23
"64292",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Sweden",216268.65,227658.6,139627.8,1755,79.56,129.72,76640.85,123.23
"64293",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Finland",544553.37,573232.68,351575.64,4419,79.56,129.72,192977.73,123.23
"64294",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Denmark",142577.11,150086.04,92050.92,1157,79.56,129.72,50526.19,123.23
"64295",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","France",503517.78,530035.92,325082.16,4086,79.56,129.72,178435.62,123.23
"64296",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Germany",502285.48,528738.72,324286.56,4076,79.56,129.72,177998.92,123.23
"64297",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","United Kingdom",647820.11,681938.04,418246.92,5257,79.56,129.72,229573.19,123.23
"64298",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Belgium",294519.7,310030.8,190148.4,2390,79.56,129.72,104371.3,123.23
"64299",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Switzerland",337034.05,354784.2,217596.6,2735,79.56,129.72,119437.45,123.23
"64300",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Austria",295259.08,310809.12,190625.76,2396,79.56,129.72,104633.32,123.23
"64301",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Italy",407644.84,429113.76,263184.48,3308,79.56,129.72,144460.36,123.23
"64302",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Web","Spain",383738.22,403948.08,247749.84,3114,79.56,129.72,135988.38,123.23
"64359",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","E-mail","Germany",37092.23,39045.72,23947.56,301,79.56,129.72,13144.67,123.23
"64364",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","E-mail","Italy",73814.77,77702.28,47656.44,599,79.56,129.72,26158.33,123.23
"64386",2007,"Camping Equipment","Cooking Gear","TrailChef Deluxe Cook Set","Fax","Spain",55576.73,58503.72,35881.56,451,79.56,129.72,19695.17,123.23
"64391",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Telephone","Japan",78716.63,82861.57,57557.58,1241,46.38,66.77,21159.05,63.43
"64395",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Telephone","Australia",97047.9,102158.1,70961.4,1530,46.38,66.77,26086.5,63.43
"64397",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Telephone","Sweden",43639.84,45937.76,31909.44,688,46.38,66.77,11730.4,63.43
"64401",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Telephone","Germany",38058,40062,27828,600,46.38,66.77,10230,63.43
"64408",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","United States",192573.48,202713.72,140809.68,3036,46.38,66.77,51763.8,63.43
"64412",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","Japan",84298.47,88737.33,61639.02,1329,46.38,66.77,22659.45,63.43
"64418",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","Sweden",41927.23,44134.97,30657.18,661,46.38,66.77,11270.05,63.43
"64421",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","France",210080.16,221142.24,153610.56,3312,46.38,66.77,56469.6,63.43
"64422",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","Germany",41356.36,43534.04,30239.76,652,46.38,66.77,11116.6,63.43
"64423",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","United Kingdom",72881.07,76718.73,53290.62,1149,46.38,66.77,19590.45,63.43
"64426",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","Austria",30890.41,32516.99,22587.06,487,46.38,66.77,8303.35,63.43
"64428",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Sales visit","Spain",44527.86,46872.54,32558.76,702,46.38,66.77,11969.1,63.43
"64429",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","United States",1222803.54,1287192.06,894113.64,19278,46.38,66.77,328689.9,63.43
"64430",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Canada",596622.58,628038.62,436250.28,9406,46.38,66.77,160372.3,63.43
"64431",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Mexico",381975.46,402088.94,279300.36,6022,46.38,66.77,102675.1,63.43
"64432",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Brazil",202278.27,212929.53,147905.82,3189,46.38,66.77,54372.45,63.43
"64433",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Japan",440013.91,463183.49,321738.06,6937,46.38,66.77,118275.85,63.43
"64434",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Korea",413563.6,435340.4,302397.6,6520,46.38,66.77,111166,63.43
"64435",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","China",592626.49,623832.11,433328.34,9343,46.38,66.77,159298.15,63.43
"64436",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Singapore",335861.85,353547.15,245582.1,5295,46.38,66.77,90279.75,63.43
"64437",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Australia",233422.4,245713.6,170678.4,3680,46.38,66.77,62744,63.43
"64438",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Netherlands",424600.42,446958.38,310467.72,6694,46.38,66.77,114132.7,63.43
"64439",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Sweden",143224.94,150766.66,104726.04,2258,46.38,66.77,38498.9,63.43
"64440",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Finland",437667,460713,320022,6900,46.38,66.77,117645,63.43
"64441",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Denmark",74276.53,78187.67,54310.98,1171,46.38,66.77,19965.55,63.43
"64442",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","France",335037.26,352679.14,244979.16,5282,46.38,66.77,90058.1,63.43
"64443",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Germany",360472.69,379453.91,263577.54,5683,46.38,66.77,96895.15,63.43
"64444",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","United Kingdom",415910.51,437810.89,304113.66,6557,46.38,66.77,111796.85,63.43
"64445",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Belgium",203483.44,214198.16,148787.04,3208,46.38,66.77,54696.4,63.43
"64446",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Switzerland",270909.53,285174.67,198088.98,4271,46.38,66.77,72820.55,63.43
"64447",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Austria",239131.1,251722.9,174852.6,3770,46.38,66.77,64278.5,63.43
"64448",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Italy",279853.16,294589.24,204628.56,4412,46.38,66.77,75224.6,63.43
"64449",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Web","Spain",314041.93,330578.27,229627.38,4951,46.38,66.77,84414.55,63.43
"64457",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Special","Singapore",55564.68,58490.52,40628.88,876,46.38,66.77,14935.8,63.43
"64492",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","E-mail","United States",22137.07,23302.73,16186.62,349,46.38,66.77,5950.45,63.43
"64493",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","E-mail","Canada",48523.95,51079.05,35480.7,765,46.38,66.77,13043.25,63.43
"64495",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","E-mail","Brazil",35647.66,37524.74,26065.56,562,46.38,66.77,9582.1,63.43
"64506",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","E-mail","Germany",64952.32,68372.48,47493.12,1024,46.38,66.77,17459.2,63.43
"64507",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","E-mail","United Kingdom",41610.08,43801.12,30425.28,656,46.38,66.77,11184.8,63.43
"64511",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","E-mail","Italy",108592.16,114310.24,79402.56,1712,46.38,66.77,29189.6,63.43
"64529",2007,"Camping Equipment","Cooking Gear","TrailChef Single Flame","Fax","Belgium",33491.04,35254.56,24488.64,528,46.38,66.77,9002.4,63.43
"64535",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Telephone","Canada",29701.08,31264.62,15450,206,75,151.77,14251.08,144.18
"64538",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Telephone","Japan",35612.46,37487.19,18525,247,75,151.77,17087.46,144.18
"64542",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Telephone","Australia",36910.08,38853.12,19200,256,75,151.77,17710.08,144.18
"64544",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Telephone","Sweden",31863.78,33541.17,16575,221,75,151.77,15288.78,144.18
"64553",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Telephone","Italy",34747.38,36576.57,18075,241,75,151.77,16672.38,144.18
"64555",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Sales visit","United States",167825.52,176660.28,87300,1164,75,151.77,80525.52,144.18
"64565",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Sales visit","Sweden",38063.52,40067.28,19800,264,75,151.77,18263.52,144.18
"64568",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Sales visit","France",101646.9,106997.85,52875,705,75,151.77,48771.9,144.18
"64570",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Sales visit","United Kingdom",21482.82,22613.73,11175,149,75,151.77,10307.82,144.18
"64573",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Sales visit","Austria",57239.46,60252.69,29775,397,75,151.77,27464.46,144.18
"64575",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Sales visit","Spain",87373.08,91972.62,45450,606,75,151.77,41923.08,144.18
"64576",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","United States",932556.24,981648.36,485100,6468,75,151.77,447456.24,144.18
"64577",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Canada",421870.68,444079.02,219450,2926,75,151.77,202420.68,144.18
"64578",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Mexico",292829.58,308244.87,152325,2031,75,151.77,140504.58,144.18
"64579",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Brazil",182243.52,191837.28,94800,1264,75,151.77,87443.52,144.18
"64580",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Japan",423600.84,445900.26,220350,2938,75,151.77,203250.84,144.18
"64581",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Korea",315177.48,331769.22,163950,2186,75,151.77,151227.48,144.18
"64582",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","China",452436.84,476254.26,235350,3138,75,151.77,217086.84,144.18
"64583",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Singapore",299461.86,315226.29,155775,2077,75,151.77,143686.86,144.18
"64584",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Australia",216270,227655,112500,1500,75,151.77,103770,144.18
"64585",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Netherlands",328009.5,345276.75,170625,2275,75,151.77,157384.5,144.18
"64586",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Sweden",63727.56,67082.34,33150,442,75,151.77,30577.56,144.18
"64587",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Finland",334930.14,352561.71,174225,2323,75,151.77,160705.14,144.18
"64588",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Denmark",97898.22,103051.83,50925,679,75,151.77,46973.22,144.18
"64589",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","France",315033.3,331617.45,163875,2185,75,151.77,151158.3,144.18
"64590",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Germany",307247.58,323421.87,159825,2131,75,151.77,147422.58,144.18
"64591",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","United Kingdom",389141.82,409627.23,202425,2699,75,151.77,186716.82,144.18
"64592",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Belgium",181666.8,191230.2,94500,1260,75,151.77,87166.8,144.18
"64593",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Switzerland",207907.56,218852.34,108150,1442,75,151.77,99757.56,144.18
"64594",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Austria",160328.16,168768.24,83400,1112,75,151.77,76928.16,144.18
"64595",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Italy",213963.12,225226.68,111300,1484,75,151.77,102663.12,144.18
"64596",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Web","Spain",160328.16,168768.24,83400,1112,75,151.77,76928.16,144.18
"64640",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","E-mail","Canada",41668.02,43861.53,21675,289,75,151.77,19993.02,144.18
"64653",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","E-mail","Germany",78722.28,82866.42,40950,546,75,151.77,37772.28,144.18
"64658",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","E-mail","Italy",47002.68,49477.02,24450,326,75,151.77,22552.68,144.18
"64680",2007,"Camping Equipment","Cooking Gear","TrailChef Double Flame","Fax","Spain",34747.38,36576.57,18075,241,75,151.77,16672.38,144.18
"64682",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Telephone","Canada",73936.35,77297.34,31222.98,5847,5.34,13.22,42713.37,12.64666667
"64695",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Telephone","Germany",42213.71,57507,19875.25,4350,4.715,13.22,22338.46,10.245
"64702",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","United States",172693.03,204870.34,76685.23,15497,5.16142857,13.22,96007.8,11.97285714
"64706",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","Japan",20824.29,21694.02,8762.94,1641,5.34,13.22,12061.35,12.69
"64709",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","Singapore",37548.55,62596.7,19366.15,4735,4.09,13.22,18182.4,7.93
"64710",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","Australia",51521.12,54228.44,21904.68,4102,5.34,13.22,29616.44,12.56
"64715",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","France",20836.98,21707.24,8768.28,1642,5.34,13.22,12068.7,12.69
"64719",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","Switzerland",23273.46,24245.48,9793.56,1834,5.34,13.22,13479.9,12.69
"64720",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","Austria",18255.68,18825.28,7604.16,1424,5.34,13.22,10651.52,12.82
"64722",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Sales visit","Spain",25634.96,26982.02,10898.94,2041,5.34,13.22,14736.02,12.56
"64723",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","United States",645502.04,809050.78,293380.16,61199,4.92333333,13.22,352121.88,11.04809524
"64724",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Canada",292950.87,345319.62,129749.89,26121,5.11272727,13.22,163200.98,11.76545455
"64725",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Mexico",214253.37,266647.4,97156.55,20170,4.98285714,13.22,117096.82,11.23714286
"64726",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Brazil",141680.86,175376.52,63745.44,13266,4.98285714,13.22,77935.42,11.36714286
"64727",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Japan",322960.62,400764.3,145882.1,30315,4.95538462,13.22,177078.52,11.19538462
"64728",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Korea",234538.1,289835.28,106051.66,21924,4.98285714,13.22,128486.44,11.23714286
"64729",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","China",336443.86,418148.6,152481.7,31630,4.98285714,13.22,183962.16,11.23714286
"64730",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Singapore",185034.2,215049.74,81660.78,16267,5.13166667,13.22,103373.42,11.78833333
"64731",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Australia",136931.76,178959.14,63217.58,13537,4.84,13.22,73714.18,10.76
"64732",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Netherlands",232213.68,291355.58,105648.26,22039,4.98285714,13.22,126565.42,11.23714286
"64733",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Sweden",75559.91,95699.58,34375.01,7239,4.92333333,13.22,41184.9,11.10333333
"64734",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Finland",248662.1,309691.72,112792.34,23426,4.98285714,13.22,135869.76,11.23714286
"64735",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Denmark",97840.8,119878.96,44021.87,9068,5.0275,13.22,53818.93,11.435
"64736",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","France",290967.73,362254.44,131322.93,27402,4.95538462,13.22,159644.8,11.25538462
"64737",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Germany",246618.98,298626.58,110010.26,22589,5.0275,13.22,136608.72,11.52166667
"64738",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","United Kingdom",291755.41,361527.34,131461.73,27347,4.98285714,13.22,160293.68,11.34857143
"64739",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Belgium",136083.14,168211.28,61188.66,12724,4.98285714,13.22,74894.48,11.36714286
"64740",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Switzerland",131533.33,167761.8,60128.35,12690,4.92333333,13.22,71404.98,11.06
"64741",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Austria",141675.46,180876.04,64671.88,13682,4.92333333,13.22,77003.58,11.10333333
"64742",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Italy",188607.92,221130.94,83522.18,16727,5.13166667,13.22,105085.74,11.78833333
"64743",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","Web","Spain",173961.7,221514.32,79624.54,16756,4.92333333,13.22,94337.16,11.01666667
"64805",2007,"Camping Equipment","Cooking Gear","TrailChef Kettle","E-mail","Italy",31799.3,53012.2,16400.9,4010,4.09,13.22,15398.4,7.93
"64829",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Telephone","Canada",36064.12,37326.15,19350,1935,10,19.29,16714.12,18.905
"64836",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Telephone","Australia",32484.08,33834.66,17540,1754,10,19.29,14944.08,18.52
"64838",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Telephone","Sweden",19739.05,20350.95,10550,1055,10,19.29,9189.05,18.71
"64842",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Telephone","Germany",13854.78,19945.86,7657.4,1034,8.3,19.29,6197.38,15.43
"64843",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Telephone","United Kingdom",7147.22,7368.78,3820,382,10,19.29,3327.22,18.71
"64849",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Sales visit","United States",84690.88,100423.74,46331,5206,8.86666667,19.29,38359.88,16.26666667
